,date,price,bubble_size,bubble_color,from_address,to_address,punk_id,img_url,punk_skin_tone
12667,2022-06-20,79.99,4,#f6773d,\x1cf2b8c64aed32bff2ae80e701681316d3212afd,\x011f13fd437e6ea4c7334d6ce9553b40edef5e9e,3084,https://www.larvalabs.com/cryptopunks/cryptopunk3084.png,Light
12668,2021-03-12,23.0,2,#dc5d24,\xc272ed09c636edb6e858fa8702c182406185f1af,\x1a4d1168d2ae9d36fbce32bd4358bbd34cac1709,3408,https://www.larvalabs.com/cryptopunks/cryptopunk3408.png,Medium
12669,2021-03-16,23.35,2,#dc5d24,\x1a4d1168d2ae9d36fbce32bd4358bbd34cac1709,\x7cfa31ad04655b4e834b319e41b1f2689b0069a2,3408,https://www.larvalabs.com/cryptopunks/cryptopunk3408.png,Medium
12670,2021-03-12,29.99,3,#933e18,\x577ebc5de943e35cdf9ecb5bbe1f7d7cb6c7c647,\x97920e2780248e89664f57fa11993bdab947f62a,6778,https://www.larvalabs.com/cryptopunks/cryptopunk6778.png,Dark
12671,2021-04-08,26.67,3,#933e18,\x97920e2780248e89664f57fa11993bdab947f62a,\xbec69dfce4c1fa8b7843fee1ca85788d84a86b06,6778,https://www.larvalabs.com/cryptopunks/cryptopunk6778.png,Dark
12672,2021-04-28,28.88,3,#933e18,\xbec69dfce4c1fa8b7843fee1ca85788d84a86b06,\xb4bb4156e5e6ca5d81041f616c27dffb253b7845,6778,https://www.larvalabs.com/cryptopunks/cryptopunk6778.png,Dark
12673,2021-07-30,39.99,3,#933e18,\xb4bb4156e5e6ca5d81041f616c27dffb253b7845,\x758273064dce8459ebdd6ccf52028d01272f1033,6778,https://www.larvalabs.com/cryptopunks/cryptopunk6778.png,Dark
12674,2021-08-01,50.0,3,#933e18,\x758273064dce8459ebdd6ccf52028d01272f1033,\x0e9aed5c7721c642a032812c2c4816f7d6cb87d7,6778,https://www.larvalabs.com/cryptopunks/cryptopunk6778.png,Dark
12675,2021-08-10,70.0,3,#933e18,\x0e9aed5c7721c642a032812c2c4816f7d6cb87d7,\xfe2f279d3679bac2d07cf46c93503410ef9ca448,6778,https://www.larvalabs.com/cryptopunks/cryptopunk6778.png,Dark
12676,2021-08-11,71.0,3,#933e18,\xfe2f279d3679bac2d07cf46c93503410ef9ca448,\x5f3fb82ba7d9951d5c7f75c8cce68388450c62ec,6778,https://www.larvalabs.com/cryptopunks/cryptopunk6778.png,Dark
12677,2021-03-12,27.5,3,#933e18,\x1672dbd790d9fa182dcd12d8521c6e68037ead8e,\x00d29fbc981d05edba69bc0909e391a132271357,7316,https://www.larvalabs.com/cryptopunks/cryptopunk7316.png,Dark
12678,2021-03-12,32.5,3,#f6773d,\x91769843cec84adcf7a48df9dbd9694a39f44b42,\x4c3f9010c431db16bfd05a224e6dbaaae1429e18,848,https://www.larvalabs.com/cryptopunks/cryptopunk848.png,Light
12679,2022-05-14,62.55,3,#f6773d,\x4c3f9010c431db16bfd05a224e6dbaaae1429e18,\xeee92583bb0a5925fc40c6d86a34326d4ed8b513,848,https://www.larvalabs.com/cryptopunks/cryptopunk848.png,Light
12680,2022-06-20,85.0,3,#f6773d,\xeee92583bb0a5925fc40c6d86a34326d4ed8b513,\x555520d5dd14084c05105cb7fbaa13dd85ab73c6,848,https://www.larvalabs.com/cryptopunks/cryptopunk848.png,Light
12681,2021-03-12,39.0,5,#f6773d,\x1672dbd790d9fa182dcd12d8521c6e68037ead8e,\xab715078f1e4e4768fcf46729673a14dc1098b62,9760,https://www.larvalabs.com/cryptopunks/cryptopunk9760.png,Light
12682,2021-04-05,58.0,5,#f6773d,\xf2907acb30273f87d8a2f3154f2625ea7bf8f81f,\x8a3d2efdb70c3fa23e0f38bdcb95c4f39ad1e127,9760,https://www.larvalabs.com/cryptopunks/cryptopunk9760.png,Light
12683,2021-03-12,24.5,2,#f6773d,\x65ba4f92d7dfa813ddbd849d9faf38a723dd9b12,\xe907c99288007b394e77267f9b77e1053cd55d29,257,https://www.larvalabs.com/cryptopunks/cryptopunk257.png,Light
12684,2021-03-24,27.0,2,#f6773d,\xe907c99288007b394e77267f9b77e1053cd55d29,\x8f8b4759dc93ca55bd6997df719f20f581f10f5c,257,https://www.larvalabs.com/cryptopunks/cryptopunk257.png,Light
12685,2021-08-03,45.0,2,#f6773d,\xfe5573c66273313034f7ff6050c54b5402553716,\x2fb1a24c702fcbe3d098ef5f8c9b768f232c6445,257,https://www.larvalabs.com/cryptopunks/cryptopunk257.png,Light
12686,2021-08-06,69.99,2,#f6773d,\x2fb1a24c702fcbe3d098ef5f8c9b768f232c6445,\x186980d30a5b7ee4b81114beff6351c94bc332f8,257,https://www.larvalabs.com/cryptopunks/cryptopunk257.png,Light
12687,2021-08-23,74.0,2,#f6773d,\x186980d30a5b7ee4b81114beff6351c94bc332f8,\x09d4083ffd20d21acb9118465ad7c52ac8b548f7,257,https://www.larvalabs.com/cryptopunks/cryptopunk257.png,Light
12688,2022-03-28,79.75,2,#f6773d,\xe3c1650309e2cfa38f07c72b676c49a824cced83,\x67954ac510255b6b3724073022196b67bdf260b6,257,https://www.larvalabs.com/cryptopunks/cryptopunk257.png,Light
12689,2021-03-12,26.5,3,#f9a47e,\xa3cb30128532f43fe1c8a9f4c19422aa631307a9,\xc2b3cb204e96270d763c70c75ae1a77c739b0e6d,4965,https://www.larvalabs.com/cryptopunks/cryptopunk4965.png,Albino
12690,2021-03-14,27.5,3,#f9a47e,\xc2b3cb204e96270d763c70c75ae1a77c739b0e6d,\x0872e7233699965101097cceb124c4c7eea63eec,4965,https://www.larvalabs.com/cryptopunks/cryptopunk4965.png,Albino
12691,2021-04-10,18.87,3,#f9a47e,\x4ea36c63bed2db5d4fb07712bf3d8a376056392b,\x5a418d8bc0c074a4a8fa88d1322dc51cc1cb9d29,4965,https://www.larvalabs.com/cryptopunks/cryptopunk4965.png,Albino
12692,2021-04-22,24.5,3,#f9a47e,\x0f4bc970e348a061b69d05b7e2e5c13eb687e5e3,\x97db27c92bc776079f57bf26533111abc81af7ca,4965,https://www.larvalabs.com/cryptopunks/cryptopunk4965.png,Albino
12693,2021-05-03,27.99,3,#f9a47e,\x97db27c92bc776079f57bf26533111abc81af7ca,\xa56245c628674096cdc339a05d01747ff4f72e7f,4965,https://www.larvalabs.com/cryptopunks/cryptopunk4965.png,Albino
12694,2021-07-06,27.99,3,#f9a47e,\xa56245c628674096cdc339a05d01747ff4f72e7f,\xa3818bc0ab0fc8273f308ba2793e49e10aa1f756,4965,https://www.larvalabs.com/cryptopunks/cryptopunk4965.png,Albino
12695,2021-12-14,75.0,3,#f9a47e,\x6be421a8eb9aac1286a118e62d11ab8e786cd061,\x6639c089adfba8bb9968da643c6be208a70d6daa,4965,https://www.larvalabs.com/cryptopunks/cryptopunk4965.png,Albino
12696,2022-01-12,82.95,3,#f9a47e,\x6639c089adfba8bb9968da643c6be208a70d6daa,\x12039d90ba432109d2151425616c8d03e3d32183,4965,https://www.larvalabs.com/cryptopunks/cryptopunk4965.png,Albino
12697,2021-03-12,23.99,4,#f6773d,\x5f5df42ddb92d621176a59c437f54fcf1bb4be23,\x4e2a48affa555c742540a11aa199c44bb9c7f0d2,3508,https://www.larvalabs.com/cryptopunks/cryptopunk3508.png,Light
12698,2021-05-05,32.0,4,#f6773d,\xa38920dbe9cbd87f3541ba74598901d958fe3b76,\x940fec5c4f11fec325b7ee07be152be19b62e276,3508,https://www.larvalabs.com/cryptopunks/cryptopunk3508.png,Light
12699,2021-05-05,24.48,4,#f6773d,\x4e2a48affa555c742540a11aa199c44bb9c7f0d2,\xa38920dbe9cbd87f3541ba74598901d958fe3b76,3508,https://www.larvalabs.com/cryptopunks/cryptopunk3508.png,Light
12700,2021-03-12,23.99,2,#dc5d24,\xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,\x9acbb54d3d5ae1d8c9e490f94403eb8e9f3f0396,668,https://www.larvalabs.com/cryptopunks/cryptopunk668.png,Medium
12701,2021-03-12,125.0,2,#f6773d,\xc24f574d6853f6f6a31c19d468a8c1b3f31c0e54,\xee996c70e1f73ebf421861f460d7007ce5db36e8,4441,https://www.larvalabs.com/cryptopunks/cryptopunk4441.png,Light
12702,2021-03-12,29.99,2,#f9a47e,\xc24f574d6853f6f6a31c19d468a8c1b3f31c0e54,\xb630abd9a5367763b7cba316e870c4a54064cc9f,4892,https://www.larvalabs.com/cryptopunks/cryptopunk4892.png,Albino
12703,2021-03-12,39.99,3,#933e18,\x577ebc5de943e35cdf9ecb5bbe1f7d7cb6c7c647,\xfba6476b6b9671afc9f4d475ea02953717ce0a86,4529,https://www.larvalabs.com/cryptopunks/cryptopunk4529.png,Dark
12704,2021-04-10,42.0,3,#933e18,\xfba6476b6b9671afc9f4d475ea02953717ce0a86,\xc15753ae3b6099b8a3366b836433d6542645b876,4529,https://www.larvalabs.com/cryptopunks/cryptopunk4529.png,Dark
12705,2021-08-28,164.99,3,#933e18,\xc15753ae3b6099b8a3366b836433d6542645b876,\x54b174179ae825ed630da40b625bb3c883cd40ae,4529,https://www.larvalabs.com/cryptopunks/cryptopunk4529.png,Dark
12706,2021-09-28,200.0,3,#933e18,\x54b174179ae825ed630da40b625bb3c883cd40ae,\x5ac3d92730961b867c318053463f84c88a64bf7f,4529,https://www.larvalabs.com/cryptopunks/cryptopunk4529.png,Dark
12707,2021-03-12,36.0,4,#dc5d24,\x1672dbd790d9fa182dcd12d8521c6e68037ead8e,\xb155c548a1e7bc338d3504b29048bef07b33accc,7163,https://www.larvalabs.com/cryptopunks/cryptopunk7163.png,Medium
12708,2021-03-12,43.0,4,#dc5d24,\xb155c548a1e7bc338d3504b29048bef07b33accc,\x50c8b7e03639a421c4f6069708c8348bdbb53167,7163,https://www.larvalabs.com/cryptopunks/cryptopunk7163.png,Medium
12709,2021-08-23,165.0,4,#dc5d24,\x50c8b7e03639a421c4f6069708c8348bdbb53167,\x6dea2b37104cb35de11acdd5e2068835eaa1f392,7163,https://www.larvalabs.com/cryptopunks/cryptopunk7163.png,Medium
12710,2021-09-04,175.0,4,#dc5d24,\x6dea2b37104cb35de11acdd5e2068835eaa1f392,\xec46dd165ee2d4af460a9c3d01b5a4c9516c9c3f,7163,https://www.larvalabs.com/cryptopunks/cryptopunk7163.png,Medium
12711,2021-09-29,195.0,4,#dc5d24,\xec46dd165ee2d4af460a9c3d01b5a4c9516c9c3f,\x05936f6a5ea9abfbfcc690f1a6140d97e80640f9,7163,https://www.larvalabs.com/cryptopunks/cryptopunk7163.png,Medium
12712,2021-03-12,27.49,2,#f6773d,\xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,\xef3dff08edab3f21fd25bcd14a4ea9023bf0d602,283,https://www.larvalabs.com/cryptopunks/cryptopunk283.png,Light
12713,2021-03-12,100.0,2,#f6773d,\x5f18f9082476846b84d1e5198147d3b04a58a785,\x696ed7b26f4b019ceec78dc8b9140ad64a6f354b,5372,https://www.larvalabs.com/cryptopunks/cryptopunk5372.png,Light
12714,2021-07-23,62.0,2,#f6773d,\x696ed7b26f4b019ceec78dc8b9140ad64a6f354b,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,5372,https://www.larvalabs.com/cryptopunks/cryptopunk5372.png,Light
12715,2021-07-31,76.42069,2,#f6773d,\xc3ccd061d8363cabb32ce1677a92c001733bea32,\x4c3f9010c431db16bfd05a224e6dbaaae1429e18,5372,https://www.larvalabs.com/cryptopunks/cryptopunk5372.png,Light
12716,2021-03-12,115.0,2,#f6773d,\xa3cb30128532f43fe1c8a9f4c19422aa631307a9,\xf4b4a58974524e183c275f3c6ea895bc2368e738,5601,https://www.larvalabs.com/cryptopunks/cryptopunk5601.png,Light
12717,2021-08-03,200.0,2,#f6773d,\xf4b4a58974524e183c275f3c6ea895bc2368e738,\x850cae094ce34c564327818631287a75d3cee6ca,5601,https://www.larvalabs.com/cryptopunks/cryptopunk5601.png,Light
12718,2021-03-12,24.99,3,#dc5d24,\x5f5df42ddb92d621176a59c437f54fcf1bb4be23,\x7cd7a5a66d3cd2f13559d7f8a052fa6014e07d35,3301,https://www.larvalabs.com/cryptopunks/cryptopunk3301.png,Medium
12719,2022-06-19,65.2,3,#dc5d24,\x7cd7a5a66d3cd2f13559d7f8a052fa6014e07d35,\xfe2f279d3679bac2d07cf46c93503410ef9ca448,3301,https://www.larvalabs.com/cryptopunks/cryptopunk3301.png,Medium
12720,2022-06-20,73.9,3,#dc5d24,\xfe2f279d3679bac2d07cf46c93503410ef9ca448,\x4583e00b4d17ce9e969f94baa2a6336f923d68de,3301,https://www.larvalabs.com/cryptopunks/cryptopunk3301.png,Medium
12721,2021-03-12,100.0,2,#dc5d24,\xf1ad946ae30a285d96ea396acd3fd22c5aa75ef8,\xf4b4a58974524e183c275f3c6ea895bc2368e738,5116,https://www.larvalabs.com/cryptopunks/cryptopunk5116.png,Medium
12722,2021-03-12,24.0,2,#f6773d,\x8b7a5b22175614ee194e9e02e9fe0a1b5414c75e,\xef784caf2d2001fb8fbb9678f9a0a1b83cd582dc,8113,https://www.larvalabs.com/cryptopunks/cryptopunk8113.png,Light
12723,2021-04-13,29.99,2,#f6773d,\xef784caf2d2001fb8fbb9678f9a0a1b83cd582dc,\x1dc301854bfecb4ba03eb417579585c2b8ea12c1,8113,https://www.larvalabs.com/cryptopunks/cryptopunk8113.png,Light
12724,2021-08-11,57.0,2,#f6773d,\x1dc301854bfecb4ba03eb417579585c2b8ea12c1,\x4680cb63563472cac10236c07d288580d8d7b52a,8113,https://www.larvalabs.com/cryptopunks/cryptopunk8113.png,Light
12725,2021-08-12,57.0,2,#f6773d,\x4680cb63563472cac10236c07d288580d8d7b52a,\xfe2f279d3679bac2d07cf46c93503410ef9ca448,8113,https://www.larvalabs.com/cryptopunks/cryptopunk8113.png,Light
12726,2021-08-23,82.14,2,#f6773d,\xfe2f279d3679bac2d07cf46c93503410ef9ca448,\x9406577195056a6e51cbc6f7488a82758bf4b3da,8113,https://www.larvalabs.com/cryptopunks/cryptopunk8113.png,Light
12727,2021-03-12,22.0,3,#f6773d,\x0f086d4ca0713b673b9d949b45277644b076e6c8,\xef784caf2d2001fb8fbb9678f9a0a1b83cd582dc,730,https://www.larvalabs.com/cryptopunks/cryptopunk730.png,Light
12728,2021-05-02,24.5,3,#f6773d,\xef784caf2d2001fb8fbb9678f9a0a1b83cd582dc,\xcb4de7db08b4dd0a9954fcfa0a09762f58436df0,730,https://www.larvalabs.com/cryptopunks/cryptopunk730.png,Light
12729,2021-03-12,30.0,4,#f6773d,\x577ebc5de943e35cdf9ecb5bbe1f7d7cb6c7c647,\x62bdc64a14405e797f86796ea3c2476209ee0bf9,2852,https://www.larvalabs.com/cryptopunks/cryptopunk2852.png,Light
12730,2022-06-02,87.0,4,#f6773d,\x352e13a72bea47d1d7c37f5a5e7aee7b6e3c41ea,\x6403d0e123c9e0f73265ab3f3dfd4c8ba3599f85,2852,https://www.larvalabs.com/cryptopunks/cryptopunk2852.png,Light
12731,2021-03-12,29.0,2,#933e18,\x577ebc5de943e35cdf9ecb5bbe1f7d7cb6c7c647,\x47d4f20ae83bcd350105f199f900e6e6104dab6a,6963,https://www.larvalabs.com/cryptopunks/cryptopunk6963.png,Dark
12732,2021-04-05,32.0,2,#933e18,\x47d4f20ae83bcd350105f199f900e6e6104dab6a,\x27e31356cdacae6b44103c026d020acca4c30239,6963,https://www.larvalabs.com/cryptopunks/cryptopunk6963.png,Dark
12733,2021-03-12,25.0,2,#933e18,\x5f18f9082476846b84d1e5198147d3b04a58a785,\xbec69dfce4c1fa8b7843fee1ca85788d84a86b06,7830,https://www.larvalabs.com/cryptopunks/cryptopunk7830.png,Dark
12734,2021-05-05,25.25,2,#933e18,\xbec69dfce4c1fa8b7843fee1ca85788d84a86b06,\x940fec5c4f11fec325b7ee07be152be19b62e276,7830,https://www.larvalabs.com/cryptopunks/cryptopunk7830.png,Dark
12735,2021-03-12,25.0,4,#f6773d,\x47d4f20ae83bcd350105f199f900e6e6104dab6a,\x519e19eac9ead404343c68224dd2a22c5c25f992,7667,https://www.larvalabs.com/cryptopunks/cryptopunk7667.png,Light
12736,2021-03-16,26.0,4,#f6773d,\x519e19eac9ead404343c68224dd2a22c5c25f992,\xa5d0d51671645b1509a29bdd4a282940a6de8e76,7667,https://www.larvalabs.com/cryptopunks/cryptopunk7667.png,Light
12737,2021-03-17,27.5,4,#f6773d,\xa5d0d51671645b1509a29bdd4a282940a6de8e76,\x161dba94784e84ac3e680dbb759345d75b6bf8c6,7667,https://www.larvalabs.com/cryptopunks/cryptopunk7667.png,Light
12738,2021-08-05,49.5,4,#f6773d,\x161dba94784e84ac3e680dbb759345d75b6bf8c6,\xe4bc96b24e0bdf87b4b92ed39c1aef8839b090dd,7667,https://www.larvalabs.com/cryptopunks/cryptopunk7667.png,Light
12739,2021-08-20,52.0,4,#f6773d,\xe4bc96b24e0bdf87b4b92ed39c1aef8839b090dd,\xd491e849e7cfc69f4bffbe99d3f453c4528c3c73,7667,https://www.larvalabs.com/cryptopunks/cryptopunk7667.png,Light
12740,2021-08-27,89.49,4,#f6773d,\xd491e849e7cfc69f4bffbe99d3f453c4528c3c73,\xaf297dec752c909092a117a932a8ca4aaaff9795,7667,https://www.larvalabs.com/cryptopunks/cryptopunk7667.png,Light
12741,2021-08-28,149.99,4,#f6773d,\xaf297dec752c909092a117a932a8ca4aaaff9795,\x44da33bbe2735c84774358e57ee5c58e390e634c,7667,https://www.larvalabs.com/cryptopunks/cryptopunk7667.png,Light
12742,2022-05-08,54.0,4,#f6773d,\x44da33bbe2735c84774358e57ee5c58e390e634c,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,7667,https://www.larvalabs.com/cryptopunks/cryptopunk7667.png,Light
12743,2021-03-12,21.88,2,#f6773d,\x3f13f597f80c65055251cdfc63b292df8e042cf9,\x471ccd726115991cbac31c8f724dd988fe05a3ac,328,https://www.larvalabs.com/cryptopunks/cryptopunk328.png,Light
12744,2021-08-04,42.0,2,#f6773d,\x471ccd726115991cbac31c8f724dd988fe05a3ac,\x6add24eb2bca5696b0a9d10425f8a58f0d73fc28,328,https://www.larvalabs.com/cryptopunks/cryptopunk328.png,Light
12745,2021-08-14,52.0,2,#f6773d,\x6add24eb2bca5696b0a9d10425f8a58f0d73fc28,\xefbb701e123526d087e17bc18f417465fa09876a,328,https://www.larvalabs.com/cryptopunks/cryptopunk328.png,Light
12746,2021-03-12,26.99,2,#f9a47e,\x577ebc5de943e35cdf9ecb5bbe1f7d7cb6c7c647,\x6dabf8d750c2c1b8d7fcb93a93989a07afeb1f38,6991,https://www.larvalabs.com/cryptopunks/cryptopunk6991.png,Albino
12748,2021-03-12,21.99,3,#933e18,\x577ebc5de943e35cdf9ecb5bbe1f7d7cb6c7c647,\xfb184169f71d632377f8e14192d3098ba2c1f006,6757,https://www.larvalabs.com/cryptopunks/cryptopunk6757.png,Dark
12749,2021-03-12,21.0,3,#f6773d,\xc480fb0ebea2591470f571436926785be5ebcd22,\xeb97952c39c36ace5af7b2919ab058ab9bbcad12,7696,https://www.larvalabs.com/cryptopunks/cryptopunk7696.png,Light
12750,2021-03-12,24.0,4,#dc5d24,\x577ebc5de943e35cdf9ecb5bbe1f7d7cb6c7c647,\xbae25a69a6eb7341ee834be7635e247e22a1e57a,1937,https://www.larvalabs.com/cryptopunks/cryptopunk1937.png,Medium
12751,2021-03-17,25.99,4,#dc5d24,\xbae25a69a6eb7341ee834be7635e247e22a1e57a,\x519e19eac9ead404343c68224dd2a22c5c25f992,1937,https://www.larvalabs.com/cryptopunks/cryptopunk1937.png,Medium
12752,2021-03-12,21.99,2,#933e18,\x5f5df42ddb92d621176a59c437f54fcf1bb4be23,\xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,3514,https://www.larvalabs.com/cryptopunks/cryptopunk3514.png,Dark
12753,2021-04-18,20.0,2,#933e18,\x3cd607f23e57b88a6273a7b01712546928d55614,\xee8eeec3e7a5ad82827480a9e00d01b1ec0a9f3b,3514,https://www.larvalabs.com/cryptopunks/cryptopunk3514.png,Dark
12754,2021-05-03,22.75,2,#933e18,\xee8eeec3e7a5ad82827480a9e00d01b1ec0a9f3b,\x8be6ad79f67d1b76eba486b0ef4fd2c9bd1cd067,3514,https://www.larvalabs.com/cryptopunks/cryptopunk3514.png,Dark
12755,2021-03-12,26.99,2,#f6773d,\x577ebc5de943e35cdf9ecb5bbe1f7d7cb6c7c647,\xddfdcb21c935e8432a559cf689c83695b27a4177,1588,https://www.larvalabs.com/cryptopunks/cryptopunk1588.png,Light
12756,2021-03-21,25.99,2,#f6773d,\xddfdcb21c935e8432a559cf689c83695b27a4177,\xc8d9a5d8cae035624b22f1583b09cb69b8501c21,1588,https://www.larvalabs.com/cryptopunks/cryptopunk1588.png,Light
12757,2021-05-12,22.5,2,#f6773d,\xc8d9a5d8cae035624b22f1583b09cb69b8501c21,\x7f3aff2681ae4c82dc9c755ac9fed7b3429c047e,1588,https://www.larvalabs.com/cryptopunks/cryptopunk1588.png,Light
12758,2021-11-15,125.0,2,#f6773d,\x7f3aff2681ae4c82dc9c755ac9fed7b3429c047e,\x905f48cbaaaf881dbee913ce040c3b26d3bbc6d9,1588,https://www.larvalabs.com/cryptopunks/cryptopunk1588.png,Light
12759,2021-03-12,59.99,5,#f6773d,\x577ebc5de943e35cdf9ecb5bbe1f7d7cb6c7c647,\xa0c87ae80095ee705e05e38ec1c77daa12f91ceb,2281,https://www.larvalabs.com/cryptopunks/cryptopunk2281.png,Light
12760,2021-07-31,70.0,5,#f6773d,\xbb94454697af498c3b1fdce3de65bbadf821cf0f,\x023ef73d4c6de80dd3e52b8aae579b8f0e5cbeb4,2281,https://www.larvalabs.com/cryptopunks/cryptopunk2281.png,Light
12761,2021-08-06,95.0,5,#f6773d,\x023ef73d4c6de80dd3e52b8aae579b8f0e5cbeb4,\xf3b0f4411c77c60a132003dbc01d58fe137b75ae,2281,https://www.larvalabs.com/cryptopunks/cryptopunk2281.png,Light
12762,2022-06-20,82.0,5,#f6773d,\x1a5e9fab6152d7888a1c5d8e42252d456fa75203,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,2281,https://www.larvalabs.com/cryptopunks/cryptopunk2281.png,Light
12763,2022-07-11,94.95,5,#f6773d,\x0232d1083e970f0c78f56202b9a666b526fa379f,\x8299b6f77b11af3040650cc77fd8a055ed6dd879,2281,https://www.larvalabs.com/cryptopunks/cryptopunk2281.png,Light
12764,2021-03-12,24.0,3,#f6773d,\x577ebc5de943e35cdf9ecb5bbe1f7d7cb6c7c647,\x09d4083ffd20d21acb9118465ad7c52ac8b548f7,1752,https://www.larvalabs.com/cryptopunks/cryptopunk1752.png,Light
12765,2021-08-28,99.99,3,#f6773d,\x09d4083ffd20d21acb9118465ad7c52ac8b548f7,\xfe2f279d3679bac2d07cf46c93503410ef9ca448,1752,https://www.larvalabs.com/cryptopunks/cryptopunk1752.png,Light
12766,2021-08-28,119.45,3,#f6773d,\xfe2f279d3679bac2d07cf46c93503410ef9ca448,\x9f719e0bc35c46236b3f450852b526d84fed514b,1752,https://www.larvalabs.com/cryptopunks/cryptopunk1752.png,Light
12767,2022-04-24,61.0,3,#f6773d,\x43ce6f402b40e8e620d35ad4d21d5d3264215219,\xee3766e4f996dc0e0f8c929954eaafef3441de87,1752,https://www.larvalabs.com/cryptopunks/cryptopunk1752.png,Light
12768,2021-03-12,44.99,3,#dc5d24,\x577ebc5de943e35cdf9ecb5bbe1f7d7cb6c7c647,\xaaaba02c6b904ad70b3566d5efac65253d1168dc,9493,https://www.larvalabs.com/cryptopunks/cryptopunk9493.png,Medium
12769,2021-03-14,71.99,3,#dc5d24,\xaaaba02c6b904ad70b3566d5efac65253d1168dc,\xe8723d26ad5f7ff4ea8902d235f0a8f8b8802f6d,9493,https://www.larvalabs.com/cryptopunks/cryptopunk9493.png,Medium
12770,2021-07-30,59.99,3,#dc5d24,\xb813c62ad216a274057cd602ad754e3ac8b914a6,\x50664ede715e131f584d3e7eaabd7818bb20a068,9493,https://www.larvalabs.com/cryptopunks/cryptopunk9493.png,Medium
12771,2021-03-12,21.1,3,#933e18,\x9c6b51e67d5d348790a20f4591184008d862e0f6,\xea1218190986d36363f6a26c088fd8681a6d3825,6035,https://www.larvalabs.com/cryptopunks/cryptopunk6035.png,Dark
12772,2021-07-25,22.0,3,#933e18,\xea1218190986d36363f6a26c088fd8681a6d3825,\x4affe16d35143db85027c05d97f56ebdc668347e,6035,https://www.larvalabs.com/cryptopunks/cryptopunk6035.png,Dark
12773,2021-08-01,34.75,3,#933e18,\x4affe16d35143db85027c05d97f56ebdc668347e,\x904c300929fe06666c51c335bbe38d57da7a04bc,6035,https://www.larvalabs.com/cryptopunks/cryptopunk6035.png,Dark
12774,2021-10-17,103.0,3,#933e18,\x3fc6902c1e9c0788755e5f796357205fbc92d321,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,6035,https://www.larvalabs.com/cryptopunks/cryptopunk6035.png,Dark
12775,2021-10-28,98.95,3,#933e18,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,\xe0f84acca209db680d006616b0d94f9f1bd551e4,6035,https://www.larvalabs.com/cryptopunks/cryptopunk6035.png,Dark
12776,2021-03-12,32.0,2,#933e18,\x6611fe71c233e4e7510b2795c242c9a57790b376,\x9e2b8a9c610029821e5f7e280617587580d5291f,8454,https://www.larvalabs.com/cryptopunks/cryptopunk8454.png,Dark
12777,2021-08-16,47.9,2,#933e18,\x58575ce2cd6bcb9fccd429be60945373dfcb555c,\x179456bf16752fe5eb8789148e5c98eb39d87fe5,8454,https://www.larvalabs.com/cryptopunks/cryptopunk8454.png,Dark
12778,2021-08-26,84.9,2,#933e18,\x179456bf16752fe5eb8789148e5c98eb39d87fe5,\xa317cd329865ba15440533c78b73c46be12b3c8d,8454,https://www.larvalabs.com/cryptopunks/cryptopunk8454.png,Dark
12779,2022-04-24,59.99,2,#933e18,\xaa14c41fd6cb09b84b8096e3dd52430816c14b63,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,8454,https://www.larvalabs.com/cryptopunks/cryptopunk8454.png,Dark
12780,2022-05-25,47.6,2,#933e18,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,\x83c8f28c26bf6aaca652df1dbbe0e1b56f8baba2,8454,https://www.larvalabs.com/cryptopunks/cryptopunk8454.png,Dark
12781,2022-06-14,48.0,2,#933e18,\x3ec6732676db7996c1b34e64b0503f941025cb63,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,8454,https://www.larvalabs.com/cryptopunks/cryptopunk8454.png,Dark
12782,2022-06-26,65.95,2,#933e18,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,\x8b338b8380755d416d892a0d7793bef75f6105ea,8454,https://www.larvalabs.com/cryptopunks/cryptopunk8454.png,Dark
12783,2021-03-12,26.25,3,#dc5d24,\x6611fe71c233e4e7510b2795c242c9a57790b376,\x23b50b9815eedd4e2de9227aa462144b548c34cd,9082,https://www.larvalabs.com/cryptopunks/cryptopunk9082.png,Medium
12784,2021-04-14,33.95,3,#dc5d24,\x23b50b9815eedd4e2de9227aa462144b548c34cd,\x19c3645187c6d493ac45caa86aef845a6dd05285,9082,https://www.larvalabs.com/cryptopunks/cryptopunk9082.png,Medium
12785,2021-03-12,25.0,3,#933e18,\xe4f0ac3a707b5f9c9605e82f5353cde0c36607a3,\xef784caf2d2001fb8fbb9678f9a0a1b83cd582dc,1269,https://www.larvalabs.com/cryptopunks/cryptopunk1269.png,Dark
