punk_id,type,gender,skin_tone,attr_count,attributes,skin_tone_color,avg_price,img_url
5439,Human,Male,Light,3,"['Mohawk Thin', 'Front Beard Dark', 'Earring']",#F2A359,64.095,https://www.larvalabs.com/cryptopunks/cryptopunk5439.png
5440,Human,Male,Light,2,"['Luxurious Beard', 'Police Cap']",#F2A359,5.0,https://www.larvalabs.com/cryptopunks/cryptopunk5440.png
5441,Human,Female,Dark,4,"['Black Lipstick', 'Bandana', 'Earring', 'Clown Eyes Blue']",#A4031F,25.0,https://www.larvalabs.com/cryptopunks/cryptopunk5441.png
5442,Human,Male,Medium,2,"['Clown Eyes Blue', 'Cap']",#DB9065,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5442.png
5443,Human,Male,Light,3,"['Front Beard', 'Wild Hair', 'Mole']",#F2A359,73.0625,https://www.larvalabs.com/cryptopunks/cryptopunk5443.png
5444,Human,Male,Medium,2,"['Front Beard', 'Top Hat']",#DB9065,70.3,https://www.larvalabs.com/cryptopunks/cryptopunk5444.png
5445,Human,Male,Dark,3,"['Cap', 'Earring', 'Eye Patch']",#A4031F,0.18666666666666668,https://www.larvalabs.com/cryptopunks/cryptopunk5445.png
5446,Human,Female,Dark,4,"['Black Lipstick', 'Eye Patch', 'Half Shaved', 'Earring']",#A4031F,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5446.png
5447,Human,Male,Medium,4,"['Cap Forward', 'Earring', 'Goat', 'Small Shades']",#DB9065,24.98,https://www.larvalabs.com/cryptopunks/cryptopunk5447.png
5448,Human,Male,Medium,2,"['Shadow Beard', 'Wild Hair']",#DB9065,145.0,https://www.larvalabs.com/cryptopunks/cryptopunk5448.png
5449,Human,Female,Medium,3,"['Black Lipstick', 'Frumpy Hair', 'Clown Eyes Blue']",#DB9065,0.19,https://www.larvalabs.com/cryptopunks/cryptopunk5449.png
5450,Human,Male,Medium,4,"['Stringy Hair', 'Cigarette', 'Clown Eyes Blue', 'Front Beard Dark']",#DB9065,14.75,https://www.larvalabs.com/cryptopunks/cryptopunk5450.png
5451,Human,Male,Medium,3,"['Mohawk Thin', 'Chinstrap', 'Earring']",#DB9065,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5451.png
5452,Human,Male,Dark,3,"['Cigarette', 'Big Shades', 'Mohawk Dark']",#A4031F,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5452.png
5453,Human,Male,Light,4,"['Big Shades', 'Spots', 'Shadow Beard', 'Earring']",#F2A359,24.5,https://www.larvalabs.com/cryptopunks/cryptopunk5453.png
5454,Human,Male,Light,3,"['Gold Chain', 'Nerd Glasses', 'Cowboy Hat']",#F2A359,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5454.png
5455,Human,Male,Dark,2,"['Peak Spike', 'Pipe']",#A4031F,82.4875,https://www.larvalabs.com/cryptopunks/cryptopunk5455.png
5456,Human,Male,Dark,4,"['Frown', 'Vape', 'Headband', 'Eye Patch']",#A4031F,15.8,https://www.larvalabs.com/cryptopunks/cryptopunk5456.png
5457,Human,Female,Dark,4,"['Black Lipstick', 'Green Eye Shadow', 'Straight Hair Blonde', 'Earring']",#A4031F,29.5,https://www.larvalabs.com/cryptopunks/cryptopunk5457.png
5458,Human,Male,Dark,4,"['Earring', 'Nerd Glasses', 'Do-rag', 'Mole']",#A4031F,16.25,https://www.larvalabs.com/cryptopunks/cryptopunk5458.png
5459,Human,Male,Light,4,"['Mohawk Thin', 'Big Shades', 'Muttonchops', 'Earring']",#F2A359,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5459.png
5460,Human,Male,Dark,4,"['Frown', 'Earring', 'Do-rag', 'Eye Patch']",#A4031F,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5460.png
5461,Human,Female,Light,2,"['Stringy Hair', 'Clown Eyes Blue']",#F2A359,5.97,https://www.larvalabs.com/cryptopunks/cryptopunk5461.png
5462,Human,Female,Dark,3,"['Hot Lipstick', 'Stringy Hair', 'Earring']",#A4031F,13.700000000000001,https://www.larvalabs.com/cryptopunks/cryptopunk5462.png
5463,Human,Male,Light,1,['Front Beard Dark'],#F2A359,61.68,https://www.larvalabs.com/cryptopunks/cryptopunk5463.png
5464,Human,Male,Dark,4,"['Silver Chain', 'Earring', 'Shaved Head', 'Regular Shades']",#A4031F,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5464.png
5465,Human,Male,Light,4,"['Frown', 'Chinstrap', 'Shaved Head', 'Regular Shades']",#F2A359,23.319999999999997,https://www.larvalabs.com/cryptopunks/cryptopunk5465.png
5466,Human,Male,Dark,1,['Smile'],#A4031F,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5466.png
5467,Human,Female,Medium,3,"['Hot Lipstick', 'Stringy Hair', 'Earring']",#DB9065,15.66,https://www.larvalabs.com/cryptopunks/cryptopunk5467.png
5468,Human,Female,Light,3,"['Wild Hair', 'Purple Lipstick', 'Clown Eyes Blue']",#F2A359,18.490000000000002,https://www.larvalabs.com/cryptopunks/cryptopunk5468.png
5469,Human,Female,Light,4,"['Blue Eye Shadow', 'Black Lipstick', 'Stringy Hair', 'Earring']",#F2A359,67.5,https://www.larvalabs.com/cryptopunks/cryptopunk5469.png
5470,Human,Male,Dark,2,"['Cigarette', 'Wild Hair']",#A4031F,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5470.png
5471,Human,Female,Light,3,"['Wild Hair', 'Earring', '3D Glasses']",#F2A359,1.5,https://www.larvalabs.com/cryptopunks/cryptopunk5471.png
5472,Human,Male,Albino,2,"['Mohawk Thin', 'Nerd Glasses']",#F2DC5D,72.5,https://www.larvalabs.com/cryptopunks/cryptopunk5472.png
5473,Human,Male,Light,3,"['Hoodie', 'Shadow Beard', 'Pipe']",#F2A359,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5473.png
5474,Human,Female,Light,2,"['Blue Eye Shadow', 'Blonde Short']",#F2A359,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5474.png
5475,Human,Male,Dark,3,"['Peak Spike', 'Earring', 'VR']",#A4031F,85.22,https://www.larvalabs.com/cryptopunks/cryptopunk5475.png
5476,Human,Male,Light,2,"['Messy Hair', 'Big Beard']",#F2A359,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5476.png
5477,Human,Male,Light,4,"['Mohawk Thin', 'Chinstrap', 'Earring', 'Rosy Cheeks']",#F2A359,0.25,https://www.larvalabs.com/cryptopunks/cryptopunk5477.png
5478,Human,Male,Medium,2,"['Normal Beard', 'Top Hat']",#DB9065,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5478.png
5479,Human,Male,Medium,3,"['Cigarette', 'Police Cap', 'Earring']",#DB9065,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5479.png
5480,Human,Male,Medium,2,"['Purple Hair', 'Small Shades']",#DB9065,10.693333333333333,https://www.larvalabs.com/cryptopunks/cryptopunk5480.png
5481,Human,Female,Medium,3,"['Mohawk', 'Purple Lipstick', 'Clown Eyes Blue']",#DB9065,26.0,https://www.larvalabs.com/cryptopunks/cryptopunk5481.png
5482,Human,Male,Medium,2,"['Handlebars', 'Knitted Cap']",#DB9065,34.88,https://www.larvalabs.com/cryptopunks/cryptopunk5482.png
5483,Human,Male,Light,2,"['Chinstrap', 'Wild Hair']",#F2A359,0.145,https://www.larvalabs.com/cryptopunks/cryptopunk5483.png
5484,Human,Male,Light,3,"['Cap Forward', 'Big Shades', 'Mustache']",#F2A359,39.19,https://www.larvalabs.com/cryptopunks/cryptopunk5484.png
5485,Human,Female,Medium,3,"['Clown Eyes Green', 'Purple Lipstick', 'Mohawk Dark']",#DB9065,31.14333333333333,https://www.larvalabs.com/cryptopunks/cryptopunk5485.png
5486,Human,Male,Dark,5,"['Hoodie', 'Muttonchops', 'Vape', 'Earring', 'Eye Patch']",#A4031F,150.4975,https://www.larvalabs.com/cryptopunks/cryptopunk5486.png
5487,Human,Male,Medium,2,"['Police Cap', '3D Glasses']",#DB9065,0.2833333333333334,https://www.larvalabs.com/cryptopunks/cryptopunk5487.png
5488,Human,Male,Light,3,"['Police Cap', 'Mustache', 'Eye Patch']",#F2A359,7.5,https://www.larvalabs.com/cryptopunks/cryptopunk5488.png
5489,Zombie,Male,Non-human,1,['Fedora'],#8DFFCD,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5489.png
5490,Human,Female,Dark,4,"['Mole', 'Hot Lipstick', 'Half Shaved', 'VR']",#A4031F,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5490.png
5491,Human,Male,Dark,2,"['Police Cap', 'Smile']",#A4031F,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5491.png
5492,Human,Female,Medium,2,"['Frumpy Hair', 'Rosy Cheeks']",#DB9065,56.489999999999995,https://www.larvalabs.com/cryptopunks/cryptopunk5492.png
5493,Human,Female,Dark,4,"['Pipe', 'Pigtails', 'Classic Shades', 'Purple Lipstick']",#A4031F,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5493.png
5494,Human,Male,Medium,3,"['Stringy Hair', 'Normal Beard Black', 'Earring']",#DB9065,15.544999999999998,https://www.larvalabs.com/cryptopunks/cryptopunk5494.png
5495,Human,Male,Light,3,"['Chinstrap', 'Fedora', 'Mole']",#F2A359,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5495.png
5496,Human,Female,Light,2,"['Tassle Hat', 'Big Shades']",#F2A359,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5496.png
5497,Human,Female,Dark,4,"['Straight Hair Blonde', 'Purple Lipstick', 'Earring', 'Cigarette']",#A4031F,0.16,https://www.larvalabs.com/cryptopunks/cryptopunk5497.png
5498,Human,Male,Dark,3,"['Goat', 'Medical Mask', 'Do-rag']",#A4031F,76.971,https://www.larvalabs.com/cryptopunks/cryptopunk5498.png
5499,Human,Female,Albino,4,"['Mole', 'Mohawk Thin', 'Hot Lipstick', 'Earring']",#F2DC5D,0.21,https://www.larvalabs.com/cryptopunks/cryptopunk5499.png
5500,Human,Male,Medium,4,"['Stringy Hair', 'Big Shades', 'Chinstrap', 'Medical Mask']",#DB9065,33.995000000000005,https://www.larvalabs.com/cryptopunks/cryptopunk5500.png
5501,Human,Male,Medium,2,"['Horned Rim Glasses', 'Mohawk Dark']",#DB9065,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5501.png
5502,Human,Female,Light,2,"['Black Lipstick', 'Stringy Hair']",#F2A359,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5502.png
5503,Human,Female,Light,2,"['Eye Mask', 'Blonde Short']",#F2A359,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5503.png
5504,Human,Male,Light,3,"['Earring', 'Do-rag', '3D Glasses']",#F2A359,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5504.png
5505,Human,Male,Medium,3,"['Crazy Hair', 'Small Shades', 'Mole']",#DB9065,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5505.png
5506,Human,Male,Light,3,"['Buck Teeth', 'Peak Spike', 'Normal Beard']",#F2A359,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5506.png
5507,Human,Female,Dark,2,"['Messy Hair', 'Big Shades']",#A4031F,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5507.png
5508,Human,Female,Medium,3,"['Pipe', 'Blonde Short', 'Earring']",#DB9065,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5508.png
5509,Human,Male,Dark,4,"['Cigarette', 'Buck Teeth', 'Earring', 'Shaved Head']",#A4031F,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5509.png
5510,Human,Male,Medium,4,"['Stringy Hair', 'Eye Mask', 'Front Beard Dark', 'Earring']",#DB9065,5.7425,https://www.larvalabs.com/cryptopunks/cryptopunk5510.png
5511,Human,Male,Light,3,"['Cap', 'Chinstrap', 'Silver Chain']",#F2A359,20.1875,https://www.larvalabs.com/cryptopunks/cryptopunk5511.png
5512,Human,Male,Light,4,"['Vampire Hair', 'Mustache', 'Earring', 'Nerd Glasses']",#F2A359,42.919999999999995,https://www.larvalabs.com/cryptopunks/cryptopunk5512.png
5513,Human,Female,Medium,4,"['Pink With Hat', 'Purple Lipstick', 'Earring', 'Cigarette']",#DB9065,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5513.png
5514,Human,Male,Albino,2,"['Cap', 'Shadow Beard']",#F2DC5D,8.753333333333332,https://www.larvalabs.com/cryptopunks/cryptopunk5514.png
5515,Human,Female,Light,2,"['Spots', 'Straight Hair Blonde']",#F2A359,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5515.png
5516,Human,Female,Dark,2,"['Blue Eye Shadow', 'Knitted Cap']",#A4031F,12.66,https://www.larvalabs.com/cryptopunks/cryptopunk5516.png
5517,Human,Male,Medium,2,"['Mustache', 'Regular Shades']",#DB9065,68.128,https://www.larvalabs.com/cryptopunks/cryptopunk5517.png
5518,Human,Female,Albino,2,"['Messy Hair', 'Purple Eye Shadow']",#F2DC5D,66.87,https://www.larvalabs.com/cryptopunks/cryptopunk5518.png
5519,Human,Male,Dark,3,"['Big Shades', 'Normal Beard', 'Knitted Cap']",#A4031F,0.25,https://www.larvalabs.com/cryptopunks/cryptopunk5519.png
5520,Human,Male,Dark,2,"['Messy Hair', 'Eye Patch']",#A4031F,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5520.png
5521,Human,Male,Light,2,"['Bandana', 'Eye Patch']",#F2A359,35.0,https://www.larvalabs.com/cryptopunks/cryptopunk5521.png
5522,Human,Female,Medium,3,"['Blue Eye Shadow', 'Bandana', 'Earring']",#DB9065,1.6560000000000001,https://www.larvalabs.com/cryptopunks/cryptopunk5522.png
5523,Human,Male,Dark,2,"['Cap', 'Big Shades']",#A4031F,48.457499999999996,https://www.larvalabs.com/cryptopunks/cryptopunk5523.png
5524,Human,Female,Dark,3,"['Black Lipstick', 'Welding Goggles', 'Dark Hair']",#A4031F,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5524.png
5525,Human,Female,Dark,1,['Spots'],#A4031F,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5525.png
5526,Human,Male,Medium,4,"['Cigarette', 'Cap Forward', 'Gold Chain', 'Mole']",#DB9065,80.0,https://www.larvalabs.com/cryptopunks/cryptopunk5526.png
5527,Human,Male,Light,4,"['Frumpy Hair', 'Mustache', 'Earring', 'Pipe']",#F2A359,99.0,https://www.larvalabs.com/cryptopunks/cryptopunk5527.png
5528,Human,Male,Medium,2,"['Cap Forward', 'Spots']",#DB9065,27.0,https://www.larvalabs.com/cryptopunks/cryptopunk5528.png
5529,Human,Male,Medium,4,"['Shadow Beard', 'Earring', 'Smile', 'Mohawk Dark']",#DB9065,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5529.png
5530,Human,Male,Medium,3,"['Front Beard', 'Mohawk Thin', 'Silver Chain']",#DB9065,58.97,https://www.larvalabs.com/cryptopunks/cryptopunk5530.png
5531,Human,Female,Albino,2,"['Black Lipstick', 'Pigtails']",#F2DC5D,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5531.png
5532,Human,Female,Light,3,"['Clown Eyes Green', 'Mohawk Thin', 'Hot Lipstick']",#F2A359,61.163333333333334,https://www.larvalabs.com/cryptopunks/cryptopunk5532.png
5533,Human,Male,Dark,3,"['Front Beard', 'Police Cap', '3D Glasses']",#A4031F,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5533.png
5534,Human,Female,Dark,2,"['Wild Blonde', '3D Glasses']",#A4031F,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5534.png
5535,Human,Female,Light,3,"['Blue Eye Shadow', 'Hot Lipstick', 'Stringy Hair']",#F2A359,27.095999999999997,https://www.larvalabs.com/cryptopunks/cryptopunk5535.png
5536,Human,Male,Medium,3,"['Shadow Beard', 'Mohawk', 'Mole']",#DB9065,15.943000000000001,https://www.larvalabs.com/cryptopunks/cryptopunk5536.png
5537,Human,Male,Medium,3,"['Bandana', 'Normal Beard Black', 'Clown Eyes Green']",#DB9065,17.333333333333332,https://www.larvalabs.com/cryptopunks/cryptopunk5537.png
5538,Human,Male,Albino,4,"['Front Beard', 'Police Cap', 'Earring', 'Nerd Glasses']",#F2DC5D,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5538.png
5539,Human,Male,Medium,3,"['Big Shades', 'Earring', 'Headband']",#DB9065,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5539.png
5540,Human,Female,Medium,2,"['Bandana', 'Horned Rim Glasses']",#DB9065,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5540.png
5541,Human,Female,Light,3,"['Orange Side', 'Clown Eyes Green', 'Hot Lipstick']",#F2A359,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5541.png
5542,Human,Male,Dark,3,"['Messy Hair', 'Handlebars', 'Big Shades']",#A4031F,0.255,https://www.larvalabs.com/cryptopunks/cryptopunk5542.png
5543,Human,Male,Medium,3,"['Cigarette', 'Shadow Beard', 'Wild Hair']",#DB9065,63.49250000000001,https://www.larvalabs.com/cryptopunks/cryptopunk5543.png
5544,Human,Male,Dark,3,"['Eye Mask', 'Mustache', 'Mohawk']",#A4031F,9.634,https://www.larvalabs.com/cryptopunks/cryptopunk5544.png
5545,Human,Female,Albino,5,"['Vape', 'Hot Lipstick', 'Wild Hair', 'Earring', '3D Glasses']",#F2DC5D,0.35,https://www.larvalabs.com/cryptopunks/cryptopunk5545.png
5546,Human,Male,Medium,2,"['Wild Hair', 'VR']",#DB9065,14.383333333333333,https://www.larvalabs.com/cryptopunks/cryptopunk5546.png
5547,Human,Male,Albino,4,"['Front Beard Dark', 'Earring', 'Crazy Hair', 'Mole']",#F2DC5D,95.798,https://www.larvalabs.com/cryptopunks/cryptopunk5547.png
5548,Human,Male,Medium,4,"['Frown', 'Front Beard Dark', 'Wild Hair', 'Earring']",#DB9065,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5548.png
5549,Human,Male,Light,3,"['Front Beard Dark', 'Earring', 'Headband']",#F2A359,24.22,https://www.larvalabs.com/cryptopunks/cryptopunk5549.png
5550,Human,Female,Light,4,"['Messy Hair', 'Choker', 'Hot Lipstick', 'Earring']",#F2A359,64.5,https://www.larvalabs.com/cryptopunks/cryptopunk5550.png
5551,Human,Female,Light,2,"['Vape', 'Wild Blonde']",#F2A359,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5551.png
5552,Human,Female,Medium,3,"['Mole', 'Knitted Cap', 'Hot Lipstick']",#DB9065,3.8,https://www.larvalabs.com/cryptopunks/cryptopunk5552.png
5553,Human,Female,Light,3,"['Knitted Cap', 'Horned Rim Glasses', 'Cigarette']",#F2A359,42.03333333333333,https://www.larvalabs.com/cryptopunks/cryptopunk5553.png
5554,Human,Female,Dark,3,"['Eye Mask', 'Pink With Hat', 'Purple Lipstick']",#A4031F,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5554.png
5555,Human,Male,Light,3,"['Cigarette', 'Messy Hair', 'VR']",#F2A359,1.5,https://www.larvalabs.com/cryptopunks/cryptopunk5555.png
5556,Human,Male,Light,2,"['Police Cap', 'Clown Eyes Green']",#F2A359,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5556.png
5557,Human,Male,Medium,2,"['Normal Beard', 'Shaved Head']",#DB9065,0.905,https://www.larvalabs.com/cryptopunks/cryptopunk5557.png
5558,Human,Male,Medium,3,"['Cap', 'Mustache', 'Earring']",#DB9065,59.905,https://www.larvalabs.com/cryptopunks/cryptopunk5558.png
5559,Human,Male,Dark,4,"['Normal Beard', 'Headband', 'Eye Patch', 'Mole']",#A4031F,20.995,https://www.larvalabs.com/cryptopunks/cryptopunk5559.png
5560,Human,Female,Dark,3,"['Knitted Cap', 'Black Lipstick', 'Earring']",#A4031F,1.7333333333333334,https://www.larvalabs.com/cryptopunks/cryptopunk5560.png
5561,Human,Male,Medium,2,"['Cap Forward', 'Classic Shades']",#DB9065,0.1,https://www.larvalabs.com/cryptopunks/cryptopunk5561.png
5562,Human,Female,Dark,3,"['Spots', 'Dark Hair', 'Purple Lipstick']",#A4031F,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5562.png
5563,Human,Female,Light,4,"['Vape', 'Hot Lipstick', 'Wild Blonde', 'Earring']",#F2A359,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5563.png
5564,Human,Female,Medium,3,"['Cap', 'Pipe', 'Nerd Glasses']",#DB9065,2.7225,https://www.larvalabs.com/cryptopunks/cryptopunk5564.png
5565,Human,Female,Light,3,"['Knitted Cap', 'Black Lipstick', 'Green Eye Shadow']",#F2A359,45.31666666666666,https://www.larvalabs.com/cryptopunks/cryptopunk5565.png
5566,Human,Female,Dark,3,"['Black Lipstick', 'Straight Hair', 'Classic Shades']",#A4031F,72.2475,https://www.larvalabs.com/cryptopunks/cryptopunk5566.png
5567,Human,Female,Medium,2,"['Messy Hair', 'Purple Eye Shadow']",#DB9065,19.0,https://www.larvalabs.com/cryptopunks/cryptopunk5567.png
5568,Human,Male,Light,2,"['Pipe', 'Do-rag']",#F2A359,28.0,https://www.larvalabs.com/cryptopunks/cryptopunk5568.png
5569,Human,Male,Medium,2,"['Cap', '3D Glasses']",#DB9065,49.8,https://www.larvalabs.com/cryptopunks/cryptopunk5569.png
5570,Human,Male,Medium,3,"['Frumpy Hair', 'Big Shades', 'Mustache']",#DB9065,35.625,https://www.larvalabs.com/cryptopunks/cryptopunk5570.png
5571,Human,Male,Medium,3,"['Messy Hair', 'Big Shades', 'Vape']",#DB9065,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5571.png
5572,Human,Female,Dark,4,"['Medical Mask', 'Pigtails', 'Earring', 'Clown Eyes Blue']",#A4031F,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5572.png
5573,Zombie,Male,Non-human,3,"['Luxurious Beard', 'Mohawk', '3D Glasses']",#8DFFCD,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5573.png
5574,Human,Female,Light,2,"['Eye Patch', 'Blonde Bob']",#F2A359,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5574.png
5575,Human,Male,Medium,2,"['Front Beard', 'Do-rag']",#DB9065,31.319230769230767,https://www.larvalabs.com/cryptopunks/cryptopunk5575.png
5576,Human,Female,Albino,3,"['Blonde Short', 'Earring', 'Cigarette']",#F2DC5D,0.1,https://www.larvalabs.com/cryptopunks/cryptopunk5576.png
5577,Ape,Male,Non-human,1,['Cowboy Hat'],#8DFFCD,2501.0,https://www.larvalabs.com/cryptopunks/cryptopunk5577.png
5578,Human,Female,Dark,1,['VR'],#A4031F,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5578.png
5579,Human,Male,Albino,2,"['Messy Hair', 'Mustache']",#F2DC5D,56.27,https://www.larvalabs.com/cryptopunks/cryptopunk5579.png
5580,Human,Male,Albino,3,"['Earring', 'Mohawk', 'Regular Shades']",#F2DC5D,0.45,https://www.larvalabs.com/cryptopunks/cryptopunk5580.png
5581,Human,Male,Albino,2,"['Bandana', 'Mustache']",#F2DC5D,52.76,https://www.larvalabs.com/cryptopunks/cryptopunk5581.png
5582,Human,Male,Light,2,"['Muttonchops', 'Crazy Hair']",#F2A359,22.0,https://www.larvalabs.com/cryptopunks/cryptopunk5582.png
5583,Human,Male,Medium,3,"['Eye Mask', 'Top Hat', 'Big Beard']",#DB9065,5.0,https://www.larvalabs.com/cryptopunks/cryptopunk5583.png
5584,Human,Male,Dark,3,"['Messy Hair', 'Earring', 'Eye Patch']",#A4031F,2.9,https://www.larvalabs.com/cryptopunks/cryptopunk5584.png
5585,Human,Male,Light,3,"['Peak Spike', 'Shadow Beard', 'Nerd Glasses']",#F2A359,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5585.png
5586,Human,Male,Medium,3,"['Gold Chain', 'Classic Shades', 'Headband']",#DB9065,38.25,https://www.larvalabs.com/cryptopunks/cryptopunk5586.png
5587,Human,Female,Dark,3,"['Pipe', 'Mohawk', 'Purple Eye Shadow']",#A4031F,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5587.png
5588,Human,Male,Light,3,"['Knitted Cap', '3D Glasses', 'Mole']",#F2A359,78.495,https://www.larvalabs.com/cryptopunks/cryptopunk5588.png
5589,Human,Male,Albino,3,"['Stringy Hair', 'Big Shades', 'Front Beard Dark']",#F2DC5D,0.81,https://www.larvalabs.com/cryptopunks/cryptopunk5589.png
5590,Human,Female,Dark,2,"['Clown Eyes Green', 'Headband']",#A4031F,0.25,https://www.larvalabs.com/cryptopunks/cryptopunk5590.png
5591,Human,Female,Light,3,"['Frumpy Hair', 'Purple Lipstick', 'Cigarette']",#F2A359,0.2,https://www.larvalabs.com/cryptopunks/cryptopunk5591.png
5592,Human,Female,Medium,3,"['Red Mohawk', 'Black Lipstick', 'Cigarette']",#DB9065,23.646,https://www.larvalabs.com/cryptopunks/cryptopunk5592.png
5593,Human,Male,Albino,2,"['Wild Hair', 'Horned Rim Glasses']",#F2DC5D,0.29,https://www.larvalabs.com/cryptopunks/cryptopunk5593.png
5594,Human,Female,Albino,2,"['Messy Hair', 'Green Eye Shadow']",#F2DC5D,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5594.png
5595,Human,Male,Dark,2,"['Shadow Beard', 'Top Hat']",#A4031F,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5595.png
5596,Human,Male,Light,4,"['Front Beard Dark', 'Classic Shades', 'Earring', 'Crazy Hair']",#F2A359,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5596.png
5597,Human,Male,Medium,3,"['Hoodie', 'Muttonchops', 'Mole']",#DB9065,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5597.png
5598,Human,Male,Medium,3,"['Front Beard', 'Small Shades', 'Cowboy Hat']",#DB9065,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5598.png
5599,Human,Male,Medium,2,"['Hoodie', 'Mole']",#DB9065,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5599.png
5600,Human,Male,Albino,3,"['Frumpy Hair', 'Gold Chain', 'Small Shades']",#F2DC5D,76.97,https://www.larvalabs.com/cryptopunks/cryptopunk5600.png
5601,Human,Female,Light,2,"['Orange Side', 'Classic Shades']",#F2A359,157.5,https://www.larvalabs.com/cryptopunks/cryptopunk5601.png
5602,Human,Male,Medium,3,"['Cigarette', 'Front Beard', 'Messy Hair']",#DB9065,7.933333333333334,https://www.larvalabs.com/cryptopunks/cryptopunk5602.png
5603,Human,Male,Medium,2,"['Front Beard Dark', 'Do-rag']",#DB9065,5.34,https://www.larvalabs.com/cryptopunks/cryptopunk5603.png
5604,Human,Male,Medium,3,"['Frown', 'Vape', 'Knitted Cap']",#DB9065,13.093333333333334,https://www.larvalabs.com/cryptopunks/cryptopunk5604.png
5605,Human,Female,Medium,2,"['Blonde Bob', 'Nerd Glasses']",#DB9065,58.5,https://www.larvalabs.com/cryptopunks/cryptopunk5605.png
5606,Human,Male,Light,4,"['Earring', 'Nerd Glasses', 'Goat', 'Mohawk']",#F2A359,96.72,https://www.larvalabs.com/cryptopunks/cryptopunk5606.png
5607,Human,Female,Medium,2,"['Pigtails', 'Clown Eyes Blue']",#DB9065,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5607.png
5608,Human,Female,Dark,2,"['Pigtails', '3D Glasses']",#A4031F,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk5608.png
5609,Human,Female,Light,4,"['Bandana', 'Hot Lipstick', 'Earring', 'Clown Eyes Blue']",#F2A359,23.97,https://www.larvalabs.com/cryptopunks/cryptopunk5609.png
