trader_id,address,tx_involved
1130,\x50053a675ed47c3c43b9535a1deab5f51a0a9a65,[15820]
1135,\x5d68f45b826d71eeeb69ed6c28e05c57b28aae92,[16236]
1144,\x0199f4bef64212be9d5847557631ccea02ae8d26,[16759]
1145,\xc73452ec2a7abc1462959c227b83f3f7547b531b,[16752]
1147,\xcbbc8d8963a44349843b44c9018587c99ef5c28e,[16363]
1166,\xa3c277b8f35881cbdb017e52bcc376b3ce8f21da,[16579]
1173,\x5fa8fa0d0f3d45c997e5d31441f56a4f2881085d,[16671]
1185,\x1c45c479cae731b91ade472012b515e6a1f8a5ea,[16107]
1187,\x25aacc6454d04786e4ebda90b0de7e96921529d0,[16770]
1188,\x4146062a8f0a9f6527160ce50754f6c629c9f2ca,[15558]
1193,\xe8f35709dd0363314b677738eb3bccc2ec722691,[16620]
1196,\xb95fbb6ecb8dbd576cebd9c895b910d10891d07e,[15818]
1208,\x1d4bee5c7c1cc048cc287347103bd8eeb01d844e,[16252]
1211,\xa4b14c072e14ad19a4967a7d606e3f7a263b02b7,[16401]
1212,\x7811c6a535ddff8f86bfdeade882e744bc9fe380,[15458]
1215,\xff43e13540146d12d1e8537072c8ba77a6116eec,[16435]
1218,\xeb0a6613c89c0ad64ab5958c5f73bc6605a67cee,[16629]
1219,\x69e17c53b4b7fd9d6d81ba620e2e0d0deb2f880f,[15456]
1229,\x051e08a6407e6bcb4d47cf1cc4ff3bc080cbec68,[16660]
1235,\xede69f8f3cb6233df47aa9416845e1f72490b574,[16208]
1236,\x9fbb12ea7dc6de6503b35da4389db3aecf8e4282,"[15473, 16404]"
1245,\x871fe6fb3744abbc8911147e70bf41fbb0fa972b,"[16410, 16411]"
1246,\x50c8b7e03639a421c4f6069708c8348bdbb53167,[16029]
1248,\x9cc5f02499328d007d749801fbc197c4f910757a,[16007]
1274,\xc8cca24d19c358189a198b6a28cd00704e053837,[16797]
1287,\x1a7d7e6abea492e7b9a3cae667f468c72e884671,[16753]
1288,\x15508eb216ba5d44b0988b16c35ffa9bbc1e6f86,[16727]
1301,\x1e0a980dc878e8af6ed79ad189a7334d2cd737ef,[16298]
1303,\xecc091de91369b1e290e7e04c8184e1f467cbbc7,"[15413, 15415]"
1317,\x5a418d8bc0c074a4a8fa88d1322dc51cc1cb9d29,"[15976, 15996]"
1324,\xef438ccffd1122d59c551836529d399b3e3b0347,[16531]
1343,\x5fc97b4358afc69565e2d120ca61e46a2e89e82b,[16257]
1346,\xa044ec5c5189d7b2ecc176753bf9a9e1ddbc9d5f,[16074]
1358,\x32606c4aa95ea78d7c5b1e0e347e3e9ae451434e,"[16347, 15670]"
1362,\x8be6ad79f67d1b76eba486b0ef4fd2c9bd1cd067,"[15746, 15747, 15748, 15749, 15750, 15751, 15752, 15753, 15754, 15755]"
1364,\x354ead0b848eef9424db7d6e6a4b76b16a102219,[16136]
1368,\x53887f0dee06c6459bc928f9f39beccac3947325,[15537]
1373,\xdaacb293463a5509a9aa0c03523dd39b06ed1bc7,[15788]
1374,\x076c2669ad090c5a0d640329ec307bdedcd4880f,[15816]
1379,\x91cda41a25057b30cd003dde076dc91f7a9cb6d9,[15867]
1380,\x484c6dcd50978b9d525cc20a02d5801f492931f8,"[16504, 16477]"
1384,\x3042887f97821ec36be64d2677efd2e943a4cb0f,[16487]
1385,\x0a267cf51ef038fc00e71801f5a524aec06e4f07,[16532]
1388,\x64c4559e720873bdbbf2a4e51335c9a1864b7507,"[15920, 15562]"
1390,\xadd708d8ceb2b8a5e2a6f02a884d24f247f3ce09,[15872]
1397,\x75ceb7ba412039af9ef906804530193a52ef1a22,[16070]
1400,\x55cf36b14db97726cb73b001add4ad9c186bc5a0,[16272]
1409,\x3dd38521ddd6c73d2652d013f4aac691d8f50bb9,"[15994, 15884]"
